TransactionID,TransactionDate,Time,TransactionAmount (INR),Mobile,IsFraud
T44791,03-08-2022,2211,29,9088909920,0
T44792,03-08-2022,4776,177,9088909921,0
T44793,03-08-2022,5196,3414,9088909922,0
T44794,03-08-2022,2028,337.34,9088909923,0
T44795,03-08-2022,6923,2871,9088909924,0
T44796,03-08-2022,5042,330,9088909925,0
T44797,03-08-2022,6968,280,9088909926,0
T44798,03-08-2022,3211,130.65,9088909927,0
T44799,03-08-2022,6410,493,9088909928,0
T44800,03-08-2022,5329,93,9088909929,0
T44801,03-08-2022,5504,1431.1,9088909930,0
T44802,03-08-2022,477,10,9088909931,1
T44803,03-08-2022,4547,1192,9088909932,0
T44804,03-08-2022,5475,2067.5,9088909933,0
T44805,03-08-2022,5627,1180,9088909919,0
T44806,03-08-2022,2516,259,9088909920,0
T44807,03-08-2022,1161,1740,9088909921,0
T44808,03-08-2022,1427,200,9088909922,0
T44809,03-08-2022,5130,43045,9088909923,0
T44810,03-08-2022,3484,798,9088909924,0
T44811,03-08-2022,2975,1000,9088909925,0
T44812,03-08-2022,996,1002,9088909926,1
T44813,03-08-2022,752,720,9088909927,1
T44814,03-08-2022,3404,1209,9088909928,0
T44815,03-08-2022,3018,200,9088909929,0
T44816,03-08-2022,3735,623,9088909930,0
T44817,03-08-2022,4413,2900,9088909931,0
T44818,03-08-2022,6706,1064,9088909932,0
T44819,03-08-2022,2131,2150,9088909933,0
T44820,03-08-2022,397,2931,9088909932,1
T44821,03-08-2022,967,60,9088909933,1
T44822,03-08-2022,2314,877,9088909919,0
T44823,03-08-2022,2060,300,9088909920,0
T44824,03-08-2022,1328,465,9088909921,0
T44825,03-08-2022,1808,537.43,9088909922,0
T44826,03-08-2022,1078,80,9088909923,0
T44827,03-08-2022,6140,50,9088909924,0
T44828,03-08-2022,2738,20,9088909925,0
T44829,03-08-2022,3758,121.04,9088909926,0
T44830,03-08-2022,5478,165,9088909927,0
T44831,03-08-2022,1211,358.8,9088909928,0
T44832,03-08-2022,4374,712,9088909929,0
T44833,03-08-2022,5485,1465,9088909930,0
T44834,03-08-2022,5997,80,9088909931,0
T44835,03-08-2022,3975,1200,9088909932,0
T44836,03-08-2022,862,150,9088909933,1
T44837,03-08-2022,2893,50,9088909920,0
T44838,03-08-2022,5554,100,9088909921,0
T44839,03-08-2022,1343,3163.44,9088909922,0
T44840,03-08-2022,3818,350,9088909923,0
T44841,03-08-2022,4988,1238,9088909924,0
T44842,03-08-2022,37,1380,9088909925,1
T44843,03-08-2022,3496,19993,9088909926,0
T44844,03-08-2022,886,304,9088909927,1
T44845,03-08-2022,3405,600,9088909928,0
T44846,03-08-2022,5625,7466,9088909929,0
T44847,03-08-2022,5253,1843,9088909930,0
T44848,03-08-2022,3394,1898,9088909931,0
T44849,03-08-2022,2297,425,9088909932,0
T44850,03-08-2022,1638,230,9088909933,0
T44851,03-08-2022,4147,200,9088909919,0
T44852,03-08-2022,6466,200,9088909920,0
T44853,03-08-2022,4258,152.22,9088909921,0
T44854,03-08-2022,2012,1232,9088909922,0
T44855,03-08-2022,3402,130,9088909923,0
T44856,03-08-2022,5670,290,9088909924,0
T44857,03-08-2022,6703,140,9088909925,0
T44858,03-08-2022,5917,891,9088909926,0
T44859,03-08-2022,6532,500,9088909927,0
T44860,03-08-2022,3920,951,9088909928,0
T44861,03-08-2022,363,4696.96,9088909929,1
T44862,03-08-2022,6205,26,9088909930,0
T44863,03-08-2022,412,719,9088909931,1
T44864,03-08-2022,3923,100,9088909932,0
T44865,03-08-2022,6122,3450,9088909933,0
T44866,03-08-2022,2878,690,9088909919,0
T44867,03-08-2022,3369,3276,9088909920,0
T44868,03-08-2022,3299,374,9088909921,0
T44869,03-08-2022,1696,2400,9088909922,0
T44870,03-08-2022,683,200,9088909923,1
T44871,03-08-2022,5809,52,9088909924,0
T44872,03-08-2022,2892,1,9088909925,0
T44873,03-08-2022,367,100,9088909926,1
T44874,03-08-2022,310,194.3,9088909927,1
T44875,03-08-2022,2308,606.9,9088909928,0
T44876,03-08-2022,740,50,9088909929,1
T44877,03-08-2022,5858,246,9088909930,0
T44878,03-08-2022,1831,27,9088909931,0
T44879,03-08-2022,4212,68,9088909932,0
T44880,03-08-2022,2517,1091,9088909933,0
T44881,03-08-2022,1305,815,9088909931,0
T44882,03-08-2022,2885,169,9088909932,0
T44883,03-08-2022,5216,3000,9088909933,0
T44884,03-08-2022,3667,459,9088909932,0
T44885,03-08-2022,3285,330,9088909933,0
T44886,03-08-2022,5039,1128,9088909932,0
T44887,03-08-2022,41,1,9088909933,1
T44888,03-08-2022,4208,960,9088909919,0
T44889,03-08-2022,710,2317.77,9088909920,1
T44890,03-08-2022,5096,170,9088909921,0
T44891,03-08-2022,932,414,9088909922,1
T44892,03-08-2022,4298,200,9088909923,0
T44893,03-08-2022,1595,500,9088909924,0
T44894,03-08-2022,2438,200,9088909925,0
T44895,03-08-2022,394,2144,9088909926,1
T44896,03-08-2022,2683,300,9088909927,0
T44897,03-08-2022,3813,2068,9088909928,0
T44898,03-08-2022,4680,1311,9088909929,0
T44899,03-08-2022,5155,300,9088909930,0
T44900,03-08-2022,6364,30,9088909931,0
T44901,03-08-2022,2535,1000,9088909932,0
T44902,03-08-2022,1448,1250,9088909933,0
T44903,03-08-2022,4608,300,9088909920,0
T44904,03-08-2022,4428,1,9088909921,0
T44905,03-08-2022,4512,485.93,9088909922,0
T44906,03-08-2022,2888,450,9088909923,0
T44907,03-08-2022,3183,500,9088909924,0
T44908,03-08-2022,6536,315,9088909925,0
T44909,03-08-2022,408,113,9088909926,1
T44910,03-08-2022,2755,32,9088909927,0
T44911,03-08-2022,4238,100,9088909928,0
T44912,03-08-2022,5082,1412.18,9088909929,0
T44913,03-08-2022,5791,200,9088909930,0
T44914,03-08-2022,3924,6862,9088909931,0
T44915,03-08-2022,5394,149,9088909932,0
T44916,03-08-2022,2253,365,9088909933,0
T44917,03-08-2022,3242,125.01,9088909919,0
T44918,03-08-2022,303,1123,9088909920,1
T44919,03-08-2022,2393,3598,9088909921,0
T44920,03-08-2022,3541,810,9088909922,0
T44921,03-08-2022,3846,100000,9088909923,0
T44922,03-08-2022,3041,39,9088909924,0
T44923,03-08-2022,5151,2000,9088909925,0
T44924,03-08-2022,2676,250,9088909926,0
T44925,03-08-2022,6712,2100,9088909927,0
T44926,03-08-2022,6275,1000,9088909928,0
T44927,03-08-2022,3934,259,9088909929,0
T44928,03-08-2022,6825,100,9088909930,0
T44929,03-08-2022,2780,200,9088909931,0
T44930,03-08-2022,6514,1000,9088909932,0
T44931,03-08-2022,310,120,9088909933,1
T44932,03-08-2022,883,611,9088909919,1
T44933,03-08-2022,2456,500,9088909920,0
T44934,03-08-2022,5626,633,9088909921,0
T44935,03-08-2022,659,140,9088909922,1
T44936,03-08-2022,2688,1495,9088909923,0
T44937,03-08-2022,3288,430,9088909924,0
T44938,03-08-2022,440,50,9088909925,1
T44939,03-08-2022,3693,150,9088909926,0
T44940,03-08-2022,2887,712,9088909927,0
T44941,03-08-2022,263,80,9088909928,1
T44942,03-08-2022,5296,427,9088909929,0
T44943,03-08-2022,5372,902,9088909930,0
T44944,03-08-2022,1291,20,9088909931,0
T44945,03-08-2022,6914,507,9088909932,0
T44946,03-08-2022,2914,240,9088909933,0
T44947,03-08-2022,6173,2396,9088909931,0
T44948,03-08-2022,3418,500,9088909932,0
T44949,03-08-2022,3072,307,9088909933,0
T44950,03-08-2022,4803,128,9088909920,0
T44951,03-08-2022,2382,100,9088909921,0
T44952,03-08-2022,3673,2274.89,9088909922,0
T44953,03-08-2022,3407,295,9088909923,0
T44954,03-08-2022,2394,298.98,9088909924,0
T44955,03-08-2022,3373,312.65,9088909925,0
T44956,03-08-2022,3200,323.9,9088909926,0
T44957,03-08-2022,4325,1000,9088909927,0
T44958,03-08-2022,5594,165,9088909928,0
T44959,03-08-2022,2143,65,9088909929,0
T44960,03-08-2022,296,759,9088909930,1
T44961,03-08-2022,1270,500,9088909931,0
T44962,03-08-2022,1497,470.94,9088909932,0
T44963,03-08-2022,5722,78,9088909933,0
T44964,03-08-2022,4616,1613,9088909934,0
T44965,03-08-2022,5010,645,9088909920,0
T44966,03-08-2022,902,50,9088909921,1
T44967,03-08-2022,5232,2200,9088909922,0
T44968,03-08-2022,2066,430,9088909923,0
T44969,03-08-2022,3711,50,9088909924,0
T44970,03-08-2022,3962,2338,9088909925,0
T44971,03-08-2022,4149,32,9088909926,0
T44972,03-08-2022,5286,70000,9088909927,0
T44973,03-08-2022,6860,300,9088909928,0
T44974,03-08-2022,2224,100,9088909929,0
T44975,03-08-2022,3281,134900,9088909930,0
T44976,03-08-2022,2498,100,9088909931,0
T44977,03-08-2022,2050,255,9088909932,0
T44978,03-08-2022,6023,3899,9088909933,0
T44979,03-08-2022,2767,16016,9088909934,0
T44980,03-08-2022,3445,100,9088909933,0
T44981,03-08-2022,6087,20,9088909934,0
T44982,03-08-2022,6882,80,9088909920,0
T44983,03-08-2022,6051,895.66,9088909921,0
T44984,03-08-2022,4932,250,9088909922,0
T44985,03-08-2022,5769,1000,9088909923,0
T44986,03-08-2022,6178,44,9088909924,0
T44987,03-08-2022,1182,550,9088909925,0
T44988,03-08-2022,3931,30,9088909926,0
T44989,03-08-2022,438,120,9088909927,1
T44990,03-08-2022,5833,20,9088909928,0
T44991,03-08-2022,5679,1229,9088909929,0
T44992,03-08-2022,4353,336,9088909930,0
T44993,03-08-2022,5669,100.87,9088909931,0
T44994,03-08-2022,3798,23,9088909932,0
T44995,03-08-2022,5141,481.77,9088909933,0
T44996,03-08-2022,1221,960,9088909934,0
T44997,03-08-2022,2904,499,9088909921,0
T44998,03-08-2022,6295,620,9088909922,0
T44999,03-08-2022,1568,150,9088909923,0
T45000,03-08-2022,568,128,9088909924,1
T45001,03-08-2022,6228,154.94,9088909925,0
T45002,03-08-2022,2113,360,9088909926,0
T45003,03-08-2022,2660,1148.86,9088909927,0
T45004,03-08-2022,831,50,9088909928,1
T45005,03-08-2022,1166,1100,9088909929,0
T45006,03-08-2022,6055,50,9088909930,0
T45007,03-08-2022,1986,100,9088909931,0
T45008,03-08-2022,4487,1470,9088909932,0
T45009,03-08-2022,5728,1400,9088909933,0
T45010,03-08-2022,382,840,9088909934,1
T45011,03-08-2022,4611,10000,9088909920,0
T45012,03-08-2022,5620,325,9088909921,0
T45013,03-08-2022,1733,2000,9088909922,0
T45014,03-08-2022,6437,200,9088909923,0
T45015,03-08-2022,1550,1695,9088909924,0
T45016,03-08-2022,4461,235,9088909925,0
T45017,03-08-2022,6115,815,9088909926,0
T45018,03-08-2022,577,300,9088909927,1
T45019,03-08-2022,1552,148,9088909928,0
T45020,03-08-2022,6620,2000,9088909929,0
T45021,03-08-2022,1864,1000,9088909930,0
T45022,03-08-2022,71,374,9088909931,1
T45023,03-08-2022,6547,1635,9088909932,0
T45024,03-08-2022,1689,361,9088909933,0
T45025,03-08-2022,143,50,9088909934,1
T45026,03-08-2022,5183,4400,9088909920,0
T45027,03-08-2022,1821,77,9088909921,0
T45028,03-08-2022,1694,1239.67,9088909922,0
T45029,03-08-2022,1858,617.5,9088909923,0
T45030,03-08-2022,3681,100,9088909924,0
T45031,03-08-2022,6615,262,9088909925,0
T45032,03-08-2022,1943,421,9088909926,0
T45033,03-08-2022,4082,50,9088909927,0
T45034,03-08-2022,6429,200.27,9088909928,0
T45035,03-08-2022,851,25,9088909929,1
T45036,03-08-2022,1600,941,9088909930,0
T45037,03-08-2022,2726,700,9088909931,0
T45038,03-08-2022,104,1000,9088909932,1
T45039,03-08-2022,5491,373,9088909933,0
T45040,03-08-2022,5601,318,9088909934,0
T45041,03-08-2022,6239,732,9088909932,0
T45042,03-08-2022,3423,1200,9088909933,0
T45043,03-08-2022,6444,2607.65,9088909934,0
T45044,03-08-2022,6591,126,9088909933,0
T45045,03-08-2022,6057,200,9088909934,0
T45046,03-08-2022,5214,1,9088909933,0
T45047,03-08-2022,1033,350,9088909934,0
T45048,03-08-2022,843,60,9088909920,1
T45049,03-08-2022,3158,250,9088909921,0
T45050,03-08-2022,4629,300,9088909922,0
T45051,03-08-2022,5356,25,9088909923,0
T45052,03-08-2022,4597,400,9088909924,0
T45053,03-08-2022,6633,689,9088909925,0
T45054,03-08-2022,5162,14217,9088909926,0
T45055,03-08-2022,3585,606.9,9088909927,0
T45056,03-08-2022,4985,500,9088909928,0
T45057,03-08-2022,2197,106,9088909929,0
T45058,03-08-2022,5218,100,9088909930,0
T45059,03-08-2022,3741,3000,9088909931,0
T45060,03-08-2022,6805,2000,9088909932,0
T45061,03-08-2022,74,1618.79,9088909933,1
T45062,03-08-2022,5447,280,9088909934,0
T45063,03-08-2022,2368,50,9088909921,0
T45064,03-08-2022,3142,100,9088909922,0
T45065,03-08-2022,99,44,9088909923,1
T45066,03-08-2022,4972,737,9088909924,0
T45067,03-08-2022,6688,390,9088909925,0
T45068,03-08-2022,1943,20,9088909926,0
T45069,03-08-2022,4414,2241,9088909927,0
T45070,03-08-2022,2923,137.2,9088909928,0
T45071,03-08-2022,3676,485,9088909929,0
T45072,03-08-2022,5,1000,9088909930,1
T45073,03-08-2022,4096,130,9088909931,0
T45074,03-08-2022,6151,93,9088909932,0
T45075,03-08-2022,579,280,9088909933,1
T45076,03-08-2022,2262,2298.93,9088909934,0
T45077,03-08-2022,4112,325,9088909920,0
T45078,03-08-2022,1734,430,9088909921,0
T45079,03-08-2022,2160,1578,9088909922,0
T45080,03-08-2022,2078,450,9088909923,0
T45081,03-08-2022,3055,1008.63,9088909924,0
T45082,03-08-2022,6652,183,9088909925,0
T45083,03-08-2022,2639,62.66,9088909926,0
T45084,03-08-2022,1724,7442.14,9088909927,0
T45085,03-08-2022,1242,1378.94,9088909928,0
T45086,03-08-2022,5503,1780,9088909929,0
T45087,03-08-2022,2988,3250,9088909930,0
T45088,03-08-2022,4670,297,9088909931,0
T45089,03-08-2022,2118,120,9088909932,0
T45090,03-08-2022,4555,101.15,9088909933,0
T45091,03-08-2022,33,2089,9088909934,1
T45092,03-08-2022,3148,30,9088909920,0
T45093,03-08-2022,5908,150,9088909921,0
T45094,03-08-2022,4935,50,9088909922,0
T45095,03-08-2022,5020,2546,9088909923,0
T45096,03-08-2022,1159,4610,9088909924,0
T45097,03-08-2022,477,43,9088909925,1
T45098,03-08-2022,1862,8042,9088909926,0
T45099,03-08-2022,3848,5000,9088909927,0
T45100,03-08-2022,6294,800,9088909928,0
T45101,03-08-2022,1219,852,9088909929,0
T45102,03-08-2022,5275,20,9088909930,0
T45103,03-08-2022,3684,230,9088909931,0
T45104,03-08-2022,2994,2721.15,9088909932,0
T45105,03-08-2022,96,160,9088909933,1
T45106,03-08-2022,4747,4220,9088909934,0
T45107,03-08-2022,6671,1350,9088909932,0
T45108,03-08-2022,6760,260,9088909933,0
T45109,03-08-2022,3955,269,9088909934,0
T45110,03-08-2022,901,701,9088909921,1
T45111,03-08-2022,6446,1070,9088909922,0
T45112,03-08-2022,9,164,9088909923,1
T45113,03-08-2022,4689,100,9088909924,0
T45114,03-08-2022,6969,190,9088909925,0
T45115,03-08-2022,77,1024,9088909926,1
T45116,03-08-2022,6068,229,9088909927,0
T45117,03-08-2022,4624,10,9088909928,0
T45118,03-08-2022,3392,1000,9088909929,0
T45119,03-08-2022,1381,339.64,9088909930,0
T45120,03-08-2022,4438,100,9088909931,0
T45121,03-08-2022,3298,5500,9088909932,0
T45122,03-08-2022,3667,575,9088909933,0
T45123,03-08-2022,4130,50,9088909934,0
T45124,03-08-2022,5547,244,9088909935,0
T45125,03-08-2022,6049,1100,9088909921,0
T45126,03-08-2022,2159,465,9088909922,0
T45127,03-08-2022,5561,500,9088909923,0
T45128,03-08-2022,826,30,9088909924,1
T45129,03-08-2022,4468,23,9088909925,0
T45130,03-08-2022,6338,185.58,9088909926,0
T45131,03-08-2022,1324,29,9088909927,0
T45132,03-08-2022,2205,10231.31,9088909928,0
T45133,03-08-2022,1880,150,9088909929,0
T45134,03-08-2022,95,1000,9088909930,1
T45135,03-08-2022,3497,1095,9088909931,0
T45136,03-08-2022,955,414,9088909932,1
T45137,03-08-2022,6350,220,9088909933,0
T45138,03-08-2022,6172,219,9088909934,0
T45139,03-08-2022,5919,100,9088909935,0
T45140,03-08-2022,1294,40,9088909934,0
T45141,03-08-2022,3790,280,9088909935,0
T45142,03-08-2022,4015,2500,9088909921,0
T45143,03-08-2022,383,300,9088909922,1
T45144,03-08-2022,1793,999,9088909923,0
T45145,03-08-2022,444,905,9088909924,1
T45146,03-08-2022,1416,567,9088909925,0
T45147,03-08-2022,4578,2501,9088909926,0
T45148,03-08-2022,4812,659,9088909927,0
T45149,03-08-2022,705,124,9088909928,1
T45150,03-08-2022,5202,2000,9088909929,0
T45151,03-08-2022,3003,6960,9088909930,0
T45152,03-08-2022,1223,1221.8,9088909931,0
T45153,03-08-2022,2739,1148.8,9088909932,0
T45154,03-08-2022,5583,402.87,9088909933,0
T45155,03-08-2022,5421,856,9088909934,0
T45156,03-08-2022,1702,1280,9088909935,0
T45157,03-08-2022,6211,5119,9088909922,0
T45158,03-08-2022,6228,2348.36,9088909923,0
T45159,03-08-2022,973,368,9088909924,1
T45160,03-08-2022,3679,10020,9088909925,0
T45161,03-08-2022,4846,1400,9088909926,0
T45162,03-08-2022,5254,2998,9088909927,0
T45163,03-08-2022,2701,513.14,9088909928,0
T45164,03-08-2022,6265,0,9088909929,1
T45165,03-08-2022,4341,2610,9088909930,0
T45166,03-08-2022,3525,2499,9088909931,0
T45167,03-08-2022,1264,1370,9088909932,0
T45168,03-08-2022,4573,10726.71,9088909933,0
T45169,03-08-2022,875,407,9088909934,1
T45170,03-08-2022,1499,200,9088909935,0
T45171,03-08-2022,2331,500,9088909921,0
T45172,03-08-2022,1272,10000,9088909922,0
T45173,03-08-2022,6900,100,9088909923,0
T45174,03-08-2022,5623,1715,9088909924,0
T45175,03-08-2022,6949,457,9088909925,0
T45176,03-08-2022,4796,461,9088909926,0
T45177,03-08-2022,1058,551,9088909927,0
T45178,03-08-2022,3041,8597.74,9088909928,0
T45179,03-08-2022,1422,20,9088909929,0
T45180,03-08-2022,5252,2700,9088909930,0
T45181,03-08-2022,4831,114.48,9088909931,0
T45182,03-08-2022,6484,738,9088909932,0
T45183,03-08-2022,5141,769,9088909933,0
T45184,03-08-2022,6671,25,9088909934,0
T45185,03-08-2022,6272,299,9088909935,0
T45186,03-08-2022,1388,7970,9088909921,0
T45187,03-08-2022,1200,3228,9088909922,0
T45188,03-08-2022,6326,582,9088909923,0
T45189,03-08-2022,2592,110,9088909924,0
T45190,03-08-2022,3078,588,9088909925,0
T45191,03-08-2022,508,6000,9088909926,1
T45192,03-08-2022,1696,1777,9088909927,0
T45193,03-08-2022,6045,126,9088909928,0
T45194,03-08-2022,3081,1199,9088909929,0
T45195,03-08-2022,1207,10469,9088909930,0
T45196,03-08-2022,5153,50,9088909931,0
T45197,03-08-2022,1445,250,9088909932,0
T45198,03-08-2022,6958,28,9088909933,0
T45199,03-08-2022,1948,249,9088909934,0
T45200,03-08-2022,2781,1700,9088909935,0
T45201,03-08-2022,2800,221,9088909933,0
T45202,03-08-2022,1178,200,9088909934,0
T45203,03-08-2022,1850,82,9088909935,0
T45204,03-08-2022,2154,30,9088909934,0
T45205,03-08-2022,2533,6972,9088909935,0
T45206,03-08-2022,902,50,9088909934,1
T45207,03-08-2022,6415,2298,9088909935,0
T45208,03-08-2022,3382,1211.9,9088909921,0
T45209,03-08-2022,3191,250,9088909922,0
T45210,03-08-2022,5575,40000,9088909923,0
T45211,03-08-2022,6595,2240,9088909924,0
T45212,03-08-2022,3395,64,9088909925,0
T45213,03-08-2022,3405,500,9088909926,0
T45214,03-08-2022,4652,110,9088909927,0
T45215,03-08-2022,5969,30,9088909928,0
T45216,03-08-2022,4399,147,9088909929,0
T45217,03-08-2022,5790,225,9088909930,0
T45218,03-08-2022,6072,3099,9088909931,0
T45219,03-08-2022,6663,561,9088909932,0
T45220,03-08-2022,6052,2710,9088909933,0
T45221,03-08-2022,4466,500,9088909934,0
T45222,03-08-2022,3003,268.91,9088909935,0
T45223,03-08-2022,4159,24,9088909922,0
T45224,03-08-2022,4488,4750,9088909923,0
T45225,03-08-2022,1197,244,9088909924,0
T45226,03-08-2022,6420,119.85,9088909925,0
T45227,03-08-2022,5434,3697,9088909926,0
T45228,03-08-2022,5076,30,9088909927,0
T45229,03-08-2022,3464,17700,9088909928,0
T45230,03-08-2022,4897,100,9088909929,0
T45231,03-08-2022,4345,340,9088909930,0
T45232,03-08-2022,5386,150,9088909931,0
T45233,03-08-2022,1935,404,9088909932,0
T45234,03-08-2022,6651,199,9088909933,0
T45235,03-08-2022,3588,100,9088909934,0
T45236,03-08-2022,1181,1000,9088909935,0
T45237,03-08-2022,4532,709,9088909921,0
T45238,03-08-2022,2093,548.69,9088909922,0
T45239,03-08-2022,2686,504,9088909923,0
T45240,03-08-2022,1970,500,9088909924,0
T45241,03-08-2022,4470,500,9088909925,0
T45242,03-08-2022,1358,100,9088909926,0
T45243,03-08-2022,3410,900,9088909927,0
T45244,03-08-2022,6478,99,9088909928,0
T45245,03-08-2022,110,500,9088909929,1
T45246,03-08-2022,1155,30,9088909930,0
T45247,03-08-2022,1925,101,9088909931,0
T45248,03-08-2022,514,326.25,9088909932,1
T45249,03-08-2022,4500,1440,9088909933,0
T45250,03-08-2022,4029,4900,9088909934,0
T45251,03-08-2022,3515,599,9088909935,0
T45252,03-08-2022,3581,588.77,9088909921,0
T45253,03-08-2022,3645,19782,9088909922,0
T45254,03-08-2022,2662,1010.02,9088909923,0
T45255,03-08-2022,2702,65,9088909924,0
T45256,03-08-2022,5617,510,9088909925,0
T45257,03-08-2022,4765,405,9088909926,0
T45258,03-08-2022,6709,50,9088909927,0
T45259,03-08-2022,2936,500,9088909928,0
T45260,03-08-2022,5718,14477,9088909929,0
T45261,03-08-2022,6950,599,9088909930,0
T45262,03-08-2022,2236,500,9088909931,0
T45263,03-08-2022,3462,75,9088909932,0
T45264,03-08-2022,3788,524,9088909933,0
T45265,03-08-2022,5737,3416,9088909934,0
T45266,03-08-2022,673,20,9088909935,1
T45267,03-08-2022,905,379,9088909933,1
T45268,03-08-2022,1362,41,9088909934,0
T45269,03-08-2022,1655,825,9088909935,0
T45270,03-08-2022,169,370,9088909922,1
T45271,03-08-2022,3683,91,9088909923,0
T45272,03-08-2022,5418,171,9088909924,0
T45273,03-08-2022,296,39,9088909925,1
T45274,03-08-2022,3864,855.32,9088909926,0
T45275,03-08-2022,2512,430,9088909927,0
T45276,03-08-2022,5591,1186,9088909928,0
T45277,03-08-2022,4326,300,9088909929,0
T45278,03-08-2022,6937,251,9088909930,0
T45279,03-08-2022,1369,28,9088909931,0
T45280,03-08-2022,6213,606.9,9088909932,0
T45281,03-08-2022,3426,299,9088909933,0
T45282,03-08-2022,817,26,9088909934,1
T45283,03-08-2022,298,102,9088909935,1
T45284,03-08-2022,3705,100,9088909936,0
T45285,03-08-2022,5944,202,9088909922,0
T45286,03-08-2022,4792,1500,9088909923,0
T45287,03-08-2022,5119,3119.1,9088909924,0
T45288,03-08-2022,4846,4178,9088909925,0
T45289,03-08-2022,3659,20,9088909926,0
T45290,03-08-2022,4334,100,9088909927,0
T45291,03-08-2022,4242,1270,9088909928,0
T45292,03-08-2022,3035,500,9088909929,0
T45293,03-08-2022,3601,1851.73,9088909930,0
T45294,03-08-2022,3854,300,9088909931,0
T45295,03-08-2022,846,768,9088909932,1
T45296,03-08-2022,6007,1587.18,9088909933,0
T45297,03-08-2022,1560,130,9088909934,0
T45298,03-08-2022,4581,336,9088909935,0
T45299,03-08-2022,2893,200,9088909936,0
T45300,03-08-2022,3295,148,9088909935,0
T45301,03-08-2022,2711,100,9088909936,0
T45302,03-08-2022,1927,698,9088909922,0
T45303,03-08-2022,6659,690,9088909923,0
T45304,03-08-2022,5917,670,9088909924,0
T45305,03-08-2022,5915,1698,9088909925,0
T45306,03-08-2022,1673,50,9088909926,0
T45307,03-08-2022,3057,100,9088909927,0
T45308,03-08-2022,6863,1,9088909928,0
T45309,03-08-2022,4392,1298,9088909929,0
T45310,03-08-2022,4745,241,9088909930,0
T45311,03-08-2022,659,50,9088909931,1
T45312,03-08-2022,138,200,9088909932,1
T45313,03-08-2022,2011,300,9088909933,0
T45314,03-08-2022,387,30,9088909934,1
T45315,03-08-2022,1379,1456,9088909935,0
T45316,03-08-2022,5155,100,9088909936,0
T45317,03-08-2022,3959,214,9088909923,0
T45318,03-08-2022,2453,259,9088909924,0
T45319,03-08-2022,1996,4235,9088909925,0
T45320,03-08-2022,6900,351,9088909926,0
T45321,03-08-2022,1560,4342,9088909927,0
T45322,03-08-2022,6172,222,9088909928,0
T45323,03-08-2022,6454,354,9088909929,0
T45324,03-08-2022,3739,1486.6,9088909930,0
T45325,03-08-2022,4843,4190,9088909931,0
T45326,03-08-2022,6487,510,9088909932,0
T45327,03-08-2022,6751,50,9088909933,0
T45328,03-08-2022,3119,568,9088909934,0
T45329,03-08-2022,3094,500,9088909935,0
T45330,03-08-2022,5708,1504.03,9088909936,0
T45331,03-08-2022,844,86,9088909922,1
T45332,03-08-2022,5953,402.75,9088909923,0
T45333,03-08-2022,2015,21971,9088909924,0
T45334,03-08-2022,906,184,9088909925,1
T45335,03-08-2022,4726,1315.99,9088909926,0
T45336,03-08-2022,3939,450,9088909927,0
T45337,03-08-2022,1420,1471,9088909928,0
T45338,03-08-2022,3734,319.23,9088909929,0
T45339,03-08-2022,31,1104,9088909930,1
T45340,03-08-2022,3832,350,9088909931,0
T45341,03-08-2022,4781,48000,9088909932,0
T45342,03-08-2022,4967,789,9088909933,0
T45343,03-08-2022,6602,205,9088909934,0
T45344,03-08-2022,1747,2900,9088909935,0
T45345,03-08-2022,2070,500,9088909936,0
T45346,03-08-2022,3731,2292.06,9088909922,0
T45347,03-08-2022,5891,950,9088909923,0
T45348,03-08-2022,2334,4000,9088909924,0
T45349,03-08-2022,2930,172,9088909925,0
T45350,03-08-2022,5930,200,9088909926,0
T45351,03-08-2022,4327,199,9088909927,0
T45352,03-08-2022,6300,99,9088909928,0
T45353,03-08-2022,2892,20,9088909929,0
T45354,03-08-2022,4016,1635,9088909930,0
T45355,03-08-2022,1792,30,9088909931,0
T45356,03-08-2022,2806,57,9088909932,0
T45357,03-08-2022,4273,117,9088909933,0
T45358,03-08-2022,6620,55,9088909934,0
T45359,03-08-2022,4625,264,9088909935,0
T45360,03-08-2022,26,2800,9088909936,1
T45361,03-08-2022,4962,1500,9088909934,0
T45362,03-08-2022,6350,712,9088909935,0
T45363,03-08-2022,2060,1250,9088909936,0
T45364,03-08-2022,4350,533,9088909935,0
T45365,03-08-2022,3916,500,9088909936,0
T45366,03-08-2022,3947,249,9088909935,0
T45367,03-08-2022,6297,75,9088909936,0
T45368,03-08-2022,5421,1220,9088909922,0
T45369,03-08-2022,4575,350,9088909923,0
T45370,03-08-2022,409,630,9088909924,1
T45371,03-08-2022,1983,1000,9088909925,0
T45372,03-08-2022,1257,60,9088909926,0
T45373,03-08-2022,4158,30,9088909927,0
T45374,03-08-2022,1645,33300,9088909928,0
T45375,03-08-2022,4247,58,9088909929,0
T45376,03-08-2022,6680,294,9088909930,0
T45377,03-08-2022,1920,100,9088909931,0
T45378,03-08-2022,1944,160,9088909932,0
T45379,03-08-2022,5022,890,9088909933,0
T45380,03-08-2022,1595,302,9088909934,0
T45381,03-08-2022,4754,999,9088909935,0
T45382,03-08-2022,4069,845,9088909936,0
T45383,03-08-2022,3354,78,9088909923,0
T45384,03-08-2022,4379,110,9088909924,0
T45385,03-08-2022,2824,50,9088909925,0
T45386,03-08-2022,6297,850,9088909926,0
